Network,Acc.(%),Time(ms),Gain,Thrshld.T,Exit(%)
B-resnet(100),61.46000013262033,1.2455795764923094,2.758222943938137,"{1.0, 0.25}","{99.43, 0.42, 0.15}"
B-resnet(100),61.45000013262033,1.2377729654312133,2.7756190047218814,"{1.0, 0.5}","{99.43, 0.47, 0.1}"
B-resnet(100),61.47000013262034,1.3554099559783936,2.534721064448638,"{1.0, 0.75}","{99.43, 0.54, 0.03}"
B-resnet(100),61.47000013262034,1.2150663375854494,2.827488557710314,"{1.0, 1.0}","{99.43, 0.56, 0.01}"
B-resnet(100),61.46000013262033,1.2142895936965943,2.829297215603299,"{1.0, 2.0}","{99.43, 0.57, 0.0}"
B-resnet(100),61.46000013262033,1.2148720741271972,2.827940685730282,"{1.0, 3.0}","{99.43, 0.57, 0.0}"
B-resnet(100),61.46000013262033,1.2292848110198975,2.794784524777006,"{1.0, 5.0}","{99.43, 0.57, 0.0}"
B-resnet(100),61.46000013262033,1.3272570371627808,2.588485930145029,"{1.0, 10.0}","{99.43, 0.57, 0.0}"
B-resnet(100),61.42999999999999,1.1326603889465332,3.0332005956147294,"{2.0, 0.0001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.18647301197052,2.8956294258020585,"{2.0, 0.0005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.203060793876648,2.855704536186633,"{2.0, 0.001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1201792716979981,3.066996732740895,"{2.0, 0.005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1220007419586182,3.0620177312757493,"{2.0, 0.01}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.238476276397705,2.7740427748642515,"{2.0, 0.025}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1221757650375366,3.0615401556697455,"{2.0, 0.05}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1788761377334596,2.9142893442454354,"{2.0, 0.075}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1213098764419556,3.063904312769761,"{2.0, 0.1}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1218732357025145,3.0623657442282055,"{2.0, 0.25}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2082855701446533,2.84335611652677,"{2.0, 0.5}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1601382255554198,2.961359336933354,"{2.0, 0.75}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1228967189788819,3.0595744989851092,"{2.0, 1.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1234841108322144,3.057974859864235,"{2.0, 2.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1311970710754393,3.037124347498171,"{2.0, 3.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1180622339248658,3.0728040552103186,"{2.0, 5.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2381222248077393,2.7748360360103606,"{2.0, 10.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1252867221832277,3.0530762503944553,"{3.0, 0.0001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.129846978187561,3.0407535115003057,"{3.0, 0.0005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1161706924438475,3.078011445417587,"{3.0, 0.001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.11780686378479,3.0735060569848898,"{3.0, 0.005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1319257974624635,3.0351690668095808,"{3.0, 0.01}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2342446327209473,2.783553661325578,"{3.0, 0.025}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.254135251045227,2.7394064264747633,"{3.0, 0.05}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1213800191879273,3.063712664391678,"{3.0, 0.075}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.118694281578064,3.071067961065729,"{3.0, 0.1}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.126890802383423,3.0487303287198917,"{3.0, 0.25}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2226970195770264,2.809842594995713,"{3.0, 0.5}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2014756441116332,2.859472169260739,"{3.0, 0.75}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1232262134552002,3.058676983520082,"{3.0, 1.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1331080675125123,3.0320022113370917,"{3.0, 2.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1161434650421143,3.0780865309749443,"{3.0, 3.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1209949970245363,3.0647649414144866,"{3.0, 5.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.242435050010681,2.7652038360897016,"{3.0, 10.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1314908981323242,3.0363356630201146,"{5.0, 0.0001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1184571504592895,3.0717190774550702,"{5.0, 0.0005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1219648122787476,3.0621157890005897,"{5.0, 0.001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.122468090057373,3.060742836980098,"{5.0, 0.005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1884467124938964,2.8908205393344297,"{5.0, 0.01}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.180468249320984,2.9103588074969537,"{5.0, 0.025}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1218762159347533,3.0623576091407614,"{5.0, 0.05}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1180742502212524,3.072771030816583,"{5.0, 0.075}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1305217027664185,3.0389387111940085,"{5.0, 0.1}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.118111801147461,3.07266783416119,"{5.0, 0.25}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2396790266036988,2.771351368099031,"{5.0, 0.5}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2462876558303833,2.756655857345193,"{5.0, 0.75}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1280338764190674,3.0456409494438863,"{5.0, 1.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.113887858390808,3.084319611262392,"{5.0, 2.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1216189622879027,3.063059989083862,"{5.0, 3.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1542987823486328,2.9763404578765167,"{5.0, 5.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2321787834167481,2.7882205184991,"{5.0, 10.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1312276363372802,3.037042285764579,"{10.0, 0.0001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1270767211914061,3.0482274203571156,"{10.0, 0.0005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1195162057876586,3.0688132504206656,"{10.0, 0.001}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1240445613861085,3.0564501483333224,"{10.0, 0.005}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.216736626625061,2.8236070906415773,"{10.0, 0.01}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1571862697601318,2.9689136970956143,"{10.0, 0.025}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1243905544281005,3.0555096295070534,"{10.0, 0.05}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1242806673049925,3.0558082748298623,"{10.0, 0.075}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1295708894729615,3.0414967297756954,"{10.0, 0.1}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1218767404556276,3.0623561773698436,"{10.0, 0.25}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2416809797286987,2.7668831386404054,"{10.0, 0.5}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1172906875610351,3.074925983569658,"{10.0, 0.75}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.125801753997803,3.0516795289950673,"{10.0, 1.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.115245795249939,3.0805641061501445,"{10.0, 2.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.120500421524048,3.066117692047742,"{10.0, 3.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.1742010593414305,2.9258925795116717,"{10.0, 5.0}","{100.0, 0.0, 0.0}"
B-resnet(100),61.42999999999999,1.2207545042037964,2.814313733474694,"{10.0, 10.0}","{100.0, 0.0, 0.0}"
